id,name,woofer_type,date,source,retweet_count,favorite_count,rating_numerator,rating_denominator,prediction1,prediction1_confidence,prediction1_isdog,prediction2,prediction2_confidence,prediction2_isdog,prediction3,prediction3_confidence,prediction3_isdog,jpg_url
892420643555336193,Phineas,None,2017-08-01,Twitter for iPhone,8225,37737,13,10,orange,0.0970486,False,bagel,0.08585110000000001,False,banana,0.07611,False,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg
892177421306343426,Tilly,None,2017-08-01,Twitter for iPhone,6079,32419,13.0,10.0,chihuahua,0.323581,True,pekinese,0.0906465,True,papillon,0.0689569,True,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg
891815181378084864,Archie,None,2017-07-31,Twitter for iPhone,4023,24421,12.0,10.0,chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg
891689557279858688,Darla,None,2017-07-30,Twitter for iPhone,8378,41070,13,10,paper_towel,0.17027799999999998,False,labrador_retriever,0.168086,True,spatula,0.0408359,False,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg
891327558926688256,Franklin,None,2017-07-29,Twitter for iPhone,9082,39262,12.0,10.0,basset,0.555712,True,english_springer,0.22577,True,german_short-haired_pointer,0.175219,True,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg
891087950875897856,None,None,2017-07-29,Twitter for iPhone,3011,19747,13,10,chesapeake_bay_retriever,0.425595,True,irish_terrier,0.116317,True,indian_elephant,0.07690219999999999,False,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg
890971913173991426,Jax,None,2017-07-28,Twitter for iPhone,1991,11545,13,10,appenzeller,0.34170300000000003,True,border_collie,0.199287,True,ice_lolly,0.193548,False,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg
890729181411237888,None,None,2017-07-28,Twitter for iPhone,18279,63667,13.0,10.0,pomeranian,0.566142,True,eskimo_dog,0.17840599999999998,True,pembroke,0.0765069,True,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg
890609185150312448,Zoey,None,2017-07-27,Twitter for iPhone,4137,27127,13,10,irish_terrier,0.487574,True,irish_setter,0.193054,True,chesapeake_bay_retriever,0.118184,True,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg
890240255349198849,Cassie,None,2017-07-26,Twitter for iPhone,7144,31117,14,10,pembroke,0.511319,True,cardigan,0.451038,True,chihuahua,0.0292482,True,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg
890006608113172480,Koda,None,2017-07-26,Twitter for iPhone,7102,29914,13,10,samoyed,0.957979,True,pomeranian,0.0138835,True,chow,0.00816748,True,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg
889880896479866881,Bruno,None,2017-07-25,Twitter for iPhone,4821,27119,13,10,french_bulldog,0.377417,True,labrador_retriever,0.151317,True,muzzle,0.0829811,False,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg
889665388333682689,None,puppo,2017-07-25,Twitter for iPhone,9726,46887,13,10,pembroke,0.966327,True,cardigan,0.0273557,True,basenji,0.00463323,True,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg
889638837579907072,Ted,None,2017-07-25,Twitter for iPhone,4388,26455,12,10,french_bulldog,0.99165,True,boxer,0.00212864,True,staffordshire_bullterrier,0.00149818,True,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg
889531135344209921,Stuart,puppo,2017-07-24,Twitter for iPhone,2181,14748,13,10,golden_retriever,0.953442,True,labrador_retriever,0.0138341,True,redbone,0.00795775,True,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg
889278841981685760,Oliver,None,2017-07-24,Twitter for iPhone,5205,24611,13,10,whippet,0.626152,True,borzoi,0.194742,True,saluki,0.0273507,True,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg
888917238123831296,Jim,None,2017-07-23,Twitter for iPhone,4366,28399,12,10,golden_retriever,0.714719,True,tibetan_mastiff,0.120184,True,labrador_retriever,0.105506,True,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg
888804989199671297,Zeke,None,2017-07-22,Twitter for iPhone,4148,24925,13,10,golden_retriever,0.46976,True,labrador_retriever,0.184172,True,english_setter,0.0734817,True,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg
888554962724278272,Ralphus,None,2017-07-22,Twitter for iPhone,3428,19339,13,10,siberian_husky,0.700377,True,eskimo_dog,0.166511,True,malamute,0.111411,True,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg
888078434458587136,Gerald,None,2017-07-20,Twitter for iPhone,3381,21216,12,10,french_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg
887705289381826560,Jeffrey,None,2017-07-19,Twitter for iPhone,5219,29452,13,10,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.026236400000000003,True,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg
887517139158093824,such,None,2017-07-19,Twitter for iPhone,11337,45113,14,10,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg
887473957103951883,Canela,None,2017-07-19,Twitter for iPhone,17601,67236,13,10,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg
887343217045368832,None,None,2017-07-18,Twitter for iPhone,10108,32832,13,10,mexican_hairless,0.330741,True,sea_lion,0.275645,False,weimaraner,0.134203,True,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg
887101392804085760,None,None,2017-07-18,Twitter for iPhone,5778,29817,12,10,samoyed,0.733942,True,eskimo_dog,0.0350295,True,staffordshire_bullterrier,0.029704700000000007,True,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg
886983233522544640,Maya,None,2017-07-17,Twitter for iPhone,7528,34248,13,10,chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
886736880519319552,Mingus,None,2017-07-16,Twitter for iPhone,3169,11748,13,10,kuvasz,0.309706,True,great_pyrenees,0.186136,True,dandie_dinmont,0.08634630000000001,True,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
886680336477933568,Derek,None,2017-07-16,Twitter for iPhone,4325,21876,13,10,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg
886366144734445568,Roscoe,None,2017-07-15,Twitter for iPhone,3102,20662,12,10,french_bulldog,0.999201,True,chihuahua,0.000361178,True,boston_bull,7.55616e-05,True,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
886258384151887873,Waffles,None,2017-07-15,Twitter for iPhone,6107,27298,13,10,pug,0.943575,True,shower_cap,0.0252856,False,siamese_cat,0.00284892,False,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg
885984800019947520,Jimbo,None,2017-07-14,Twitter for iPhone,6560,31807,12.0,10.0,blenheim_spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
885528943205470208,Maisey,None,2017-07-13,Twitter for iPhone,6230,35064,13,10,pug,0.369275,True,labrador_retriever,0.265835,True,kuvasz,0.134697,True,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
885167619883638784,None,None,2017-07-12,Twitter for iPhone,4255,21363,13.0,10.0,malamute,0.8124819999999999,True,siberian_husky,0.0717125,True,eskimo_dog,0.0557697,True,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
884925521741709313,Earl,None,2017-07-12,Twitter for iPhone,17698,75413,12,10,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg
884876753390489601,Lola,None,2017-07-11,Twitter for iPhone,5448,27212,13,10,chow,0.822103,True,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
884562892145688576,Kevin,None,2017-07-11,Twitter for iPhone,4546,23676,13,10,pug,0.5464060000000001,True,french_bulldog,0.404291,True,brabancon_griffon,0.0440019,True,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
884441805382717440,None,None,2017-07-10,Twitter for iPhone,5493,26344,14,10,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
884162670584377345,Yogi,None,2017-07-09,Twitter for iPhone,2891,19848,12,10,german_shepherd,0.707046,True,malinois,0.199396,True,norwegian_elkhound,0.0491476,True,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg
883838122936631299,Noah,None,2017-07-09,Twitter for iPhone,3342,21350,12.0,10.0,doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg
883482846933004288,Bella,None,2017-07-08,Twitter for iPhone,9635,44757,13.5,10,golden_retriever,0.943082,True,labrador_retriever,0.032409,True,kuvasz,0.00550072,True,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
883360690899218434,Grizzwald,None,2017-07-07,Twitter for iPhone,3596,22127,5.0,10.0,chow,0.987997,True,tibetan_mastiff,0.00709872,True,newfoundland,0.00214033,True,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
883117836046086144,None,None,2017-07-07,Twitter for iPhone,6468,36236,13,10,golden_retriever,0.949562,True,labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
882992080364220416,Rusty,None,2017-07-06,Twitter for iPhone,3807,23349,13,10,eskimo_dog,0.466778,True,siberian_husky,0.406044,True,dingo,0.07341439999999999,False,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882762694511734784,Gus,None,2017-07-06,Twitter for iPhone,4759,27595,12,10,labrador_retriever,0.85005,True,chesapeake_bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
882627270321602560,Stanley,None,2017-07-05,Twitter for iPhone,5911,27255,13,10,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,Alfy,None,2017-07-04,Twitter for iPhone,11251,43819,13,10,golden_retriever,0.762211,True,labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,Koko,None,2017-07-04,Twitter for iPhone,4810,28606,13.0,10.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,Rey,None,2017-07-03,Twitter for iPhone,3299,23719,12,10,weimaraner,0.291539,True,chesapeake_bay_retriever,0.278966,True,koala,0.12701700000000002,False,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,Gary,None,2017-07-03,Twitter for iPhone,10368,49346,13,10,saluki,0.529012,True,afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881536004380872706,a,None,2017-07-02,Twitter for iPhone,15503,48203,14,10,samoyed,0.281463,True,angora,0.272066,False,persian_cat,0.114854,False,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
881268444196462592,Elliot,None,2017-07-01,Twitter for iPhone,5032,22547,14.0,10.0,tusker,0.473303,False,indian_elephant,0.245646,False,ibex,0.0556607,False,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg
880935762899988482,Louis,None,2017-06-30,Twitter for iPhone,2705,16632,13,10,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg
880872448815771648,None,None,2017-06-30,Twitter for iPhone,3717,20742,13.0,10.0,pembroke,0.791416,True,norwich_terrier,0.0613929,True,chihuahua,0.0337257,True,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
